u,techniques,items,n_items,ratings,n_ratings
4413,"[34, 1, 0, 12, 13, 0, 0, 3, 0, 28, 1, 1, 0, 0, 0, 0, 13, 0, 0, 0, 6, 1, 0, 2, 1, 0, 0, 0, 20, 3, 0, 1, 0, 22, 0, 2, 9, 4, 3, 0, 0, 2, 9, 9, 0, 0, 11, 0, 0, 0, 0, 0, 0, 9, 3, 8, 1, 6]","[5938, 169731, 80078, 168258, 55545, 70518, 123580, 26419, 140306, 66747, 124666, 177771, 127080, 71104, 169544, 139536, 76859, 123258, 1918, 172161, 118496, 29952, 113716, 167228, 176437, 11543, 128535, 72878, 154689, 139822, 175703, 147074, 32792, 52990, 124744, 87233, 166891, 11509, 77442, 111260, 146051, 55226, 91485, 177043, 123811, 109565, 177182, 28214, 106144, 50178, 163625, 162783, 62897, 177514, 50636, 78451, 117899, 48763, 19297, 155664, 98797, 29576, 37217, 90160, 87424, 124238, 131918, 11712, 39617, 46366, 154511, 174202, 53958]",73,"[0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",73
4092,"[4, 0, 0, 5, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 3, 0, 2, 1, 0, 2, 0, 0, 1, 4, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]","[137353, 44821, 85719, 32703, 88205, 66593, 35402, 150138, 109508, 1715, 173110]",11,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",11
15818,"[15, 0, 0, 2, 10, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 2, 5, 2, 0, 0, 0, 13, 0, 1, 1, 0, 2, 0, 0, 0, 5, 9, 1, 0, 5, 0, 0, 1, 0, 1, 0, 4, 1, 2, 1, 9]","[40335, 19165, 80745, 158113, 169278, 70781, 40552, 18125, 59109, 117725, 77316, 16700, 114893, 66131, 152011, 138807, 55470, 173661, 106261, 77434, 60933, 26677, 103911, 114312, 66318, 29820, 112860, 96289, 159300]",29,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0]",29
13644,"[14, 0, 1, 9, 13, 0, 0, 1, 0, 15, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 3, 1, 0, 2, 0, 0, 1, 2, 5, 0, 0, 0, 0, 10, 0, 3, 6, 3, 8, 0, 0, 0, 12, 11, 0, 0, 6, 0, 0, 1, 0, 0, 0, 6, 1, 6, 0, 4]","[61782, 128142, 16158, 63251, 157909, 43091, 82411, 53849, 19476, 17988, 129831, 25163, 51352, 21365, 173766, 85728, 65846, 39248, 68983, 77524, 161376, 175774, 96926, 63777, 148827, 12475, 103953, 110479, 14230, 63331, 46294, 171780, 36645, 177367, 112398, 128724, 81033, 104576, 123571, 37483, 60327, 28173, 163638, 136112, 27892, 88868]",46,"[5.0, 3.0, 5.0, 3.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0]",46
8666,"[23, 0, 0, 14, 13, 0, 0, 4, 0, 34, 4, 1, 0, 1, 2, 0, 8, 0, 0, 2, 3, 1, 2, 0, 3, 0, 1, 3, 20, 6, 0, 0, 0, 20, 0, 0, 9, 1, 5, 0, 1, 3, 11, 11, 5, 0, 12, 0, 0, 1, 0, 3, 0, 6, 2, 4, 3, 4]","[70091, 141022, 73252, 111851, 147328, 57913, 7642, 37359, 28576, 71588, 42426, 120343, 113704, 82062, 138470, 157319, 161412, 145439, 58094, 115409, 159785, 23984, 89291, 78224, 125296, 16052, 165198, 153115, 155072, 77686, 159292, 129518, 65543, 10906, 87773, 160018, 131360, 109984, 116411, 102155, 160154, 53780, 138678, 158530, 15728, 119662, 49874, 45532, 160373, 84223, 5401, 139819, 162789, 122237, 138664, 112286, 60071, 164027, 77616, 134064, 85950, 19812, 117899, 9651, 146986, 33147, 47745, 52334, 96908, 116993, 72351, 95378, 39832, 44513, 78625]",75,"[4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 0.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]",75
15771,"[10, 0, 0, 1, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1]","[129505, 145841, 164203, 128650, 22579, 75037, 58339, 164087, 110745, 16635, 24611, 61000, 124230, 177244]",14,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]",14
14472,"[4, 0, 0, 2, 3, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]","[13999, 106221, 142515, 121789, 86337, 99969, 172328]",7,"[2.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0]",7
13443,"[5, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[135937, 141004, 49010, 12083, 102107, 89908, 87864, 142634, 149428]",9,"[5.0, 5.0, 0.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]",9
10645,"[7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[100858, 82202, 139238, 38511, 159795, 7682, 84705, 96443, 159710, 111042]",10,"[5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0]",10
9604,"[10, 0, 0, 8, 3, 0, 0, 0, 1, 8, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 10, 0, 0, 2, 0, 2, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 7]","[47603, 153456, 155123, 165853, 125708, 171741, 7148, 120191, 113985, 120364, 64311, 26622, 35809, 12827, 130559, 114273, 42566, 6472, 168641, 176346]",20,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 0.0, 4.0, 5.0, 5.0]",20
19402,"[5, 1, 0, 1, 3, 0, 0, 0, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 1, 6, 0, 0, 0, 0, 2, 0, 0, 1, 2, 1, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[90158, 106151, 145695, 99787, 38896, 29518, 164321, 147180, 172070, 104477, 78028, 37359, 48329, 129505]",14,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0]",14
21730,"[1, 0, 0, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[74837, 106697, 160680, 118001, 84437]",5,"[4.0, 4.0, 5.0, 0.0, 5.0]",5
13641,"[10, 0, 0, 3, 4, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 1, 4, 0, 0, 0, 0, 6, 0, 1, 2, 1, 1, 0, 0, 0, 3, 2, 0, 0, 1, 1, 0, 1, 0, 1, 0, 2, 1, 1, 0, 3]","[21450, 48471, 178031, 40803, 12463, 89202, 148829, 52076, 133066, 166422, 82775, 141784, 68100, 84936, 84493, 103068, 83861, 99742, 55709, 145875, 27420, 53123]",22,"[5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0]",22
16730,"[2, 0, 0, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[19468, 33240, 147654, 87159, 110079]",5,"[5.0, 5.0, 5.0, 5.0, 5.0]",5
21330,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[50878, 91152, 80921, 74052, 145613, 125064]",6,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",6
12479,"[3, 0, 0, 2, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]","[153314, 41213, 81601, 155678, 72664, 110203, 10393]",7,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",7
12799,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]","[91179, 94438, 123993, 155867, 11021, 152384]",6,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0]",6
6307,"[20, 0, 0, 6, 7, 0, 0, 0, 0, 20, 2, 1, 0, 0, 0, 0, 7, 0, 0, 6, 1, 2, 0, 3, 0, 0, 3, 3, 5, 3, 0, 0, 0, 16, 0, 0, 8, 2, 0, 1, 0, 1, 3, 8, 3, 1, 6, 0, 0, 1, 0, 0, 0, 2, 0, 1, 3, 3]","[31918, 147374, 148573, 57192, 11324, 81739, 170188, 160507, 133540, 130650, 149048, 39906, 177509, 92269, 82100, 124559, 146566, 97284, 170377, 130591, 123816, 137198, 73888, 51263, 3276, 131928, 46823, 88470, 112633, 44502, 142939, 89034, 76947, 11458, 82983, 138454, 71421, 47956, 14774, 139349, 46812, 90678]",42,"[5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 4.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0]",42
6277,"[28, 0, 0, 10, 9, 0, 0, 0, 0, 18, 2, 0, 0, 0, 0, 0, 8, 0, 0, 1, 3, 1, 0, 2, 0, 0, 2, 2, 10, 1, 0, 0, 0, 16, 0, 0, 7, 1, 4, 0, 0, 0, 2, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 2, 1, 4, 2, 2]","[55951, 3814, 123745, 54262, 106281, 7480, 96302, 128791, 73956, 151465, 38998, 127790, 152154, 139174, 11115, 4177, 48211, 34935, 88206, 126984, 6895, 108522, 3869, 121251, 114803, 127634, 20874, 87159, 106957, 160999, 30988, 161534, 151059, 34884, 29879, 90862, 52606, 68061, 103406, 66060, 3244, 118481, 28946, 125946, 56054, 143587, 55504, 172617, 106217, 9215, 49100]",51,"[4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]",51
17005,"[2, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[20567, 26597, 152493, 68024, 70601, 116946]",6,"[4.0, 5.0, 5.0, 5.0, 5.0, 3.0]",6
17417,"[6, 0, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 6, 0, 0, 1, 0, 3, 0, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[55682, 21645, 169417, 169541, 108763, 126593, 106151, 97128, 124002, 49481, 112099]",11,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 0.0, 0.0]",11
13630,"[9, 0, 0, 1, 2, 1, 0, 1, 0, 9, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 1, 0, 5, 0, 0, 1, 1, 2, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]","[52622, 172119, 135762, 12441, 28880, 164959, 175969, 99130, 118544, 123470, 43884, 160081, 45805, 146656, 177214]",15,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0]",15
17993,"[4, 0, 0, 2, 2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[52349, 89409, 23962, 39460, 129537, 62270, 34215]",7,"[5.0, 5.0, 4.0, 5.0, 3.0, 4.0, 5.0]",7
11522,"[3, 0, 0, 1, 6, 0, 0, 1, 1, 2, 1, 1, 0, 0, 1, 0, 7, 0, 0, 2, 3, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 5, 0, 0, 2, 4, 5, 0, 0, 0, 7, 5, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 2]","[143217, 137995, 62421, 74691, 72621, 36831, 145458, 101819, 93051, 44367, 56388, 133754, 151590, 164337, 8899, 113616, 15173, 20927, 89177, 47877]",20,"[4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0]",20
1775,"[9, 0, 0, 1, 2, 0, 0, 3, 0, 9, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 2, 0, 0, 6, 1, 1, 0, 0, 0, 0, 4, 0, 0, 6, 2, 5, 0, 0, 0, 4, 6, 0, 0, 1, 0, 0, 1, 0, 0, 0, 5, 1, 3, 1, 2]","[61288, 685, 143476, 86654, 161043, 117460, 24958, 132314, 122252, 139166, 94678, 36748, 120841, 89551, 98310, 121952, 24274, 118124, 4091, 52183, 110088, 100811, 133588, 125064]",24,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 1.0, 5.0, 5.0, 5.0]",24
1880,"[19, 0, 0, 6, 12, 0, 0, 0, 2, 18, 4, 4, 0, 0, 0, 0, 9, 0, 0, 2, 5, 0, 0, 4, 1, 0, 0, 3, 11, 2, 0, 0, 0, 9, 0, 1, 6, 2, 3, 0, 0, 1, 8, 9, 2, 0, 5, 2, 0, 1, 0, 0, 0, 4, 4, 7, 2, 2]","[21461, 113122, 146870, 90419, 39511, 110661, 86858, 54834, 54626, 57057, 75714, 708, 153671, 55031, 131755, 60961, 66725, 117919, 26898, 99990, 41938, 71436, 32075, 129631, 31749, 174254, 52235, 86104, 157740, 7919, 91176, 741, 29375, 39254, 42875, 74141, 134610, 108736, 47987, 28627, 120442, 26560, 37409, 42532, 54299, 115002, 163000, 112979, 42067, 15173]",50,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]",50
4140,"[37, 3, 0, 16, 21, 0, 0, 1, 0, 20, 6, 2, 0, 0, 2, 0, 6, 0, 0, 4, 4, 4, 0, 2, 0, 0, 2, 4, 14, 3, 0, 0, 0, 28, 0, 4, 9, 4, 5, 0, 0, 3, 13, 5, 1, 1, 15, 1, 0, 1, 0, 1, 0, 3, 0, 2, 4, 4]","[162186, 151953, 91760, 83170, 51796, 39867, 151177, 168722, 95442, 46843, 173363, 61869, 1754, 15430, 85086, 71955, 126328, 139970, 22578, 170817, 40735, 78551, 82136, 155665, 50048, 112281, 4864, 139149, 94090, 44321, 19812, 21692, 52532, 74837, 24305, 17876, 51263, 93685, 11814, 47251, 72474, 1921, 178015, 157555, 138896, 55772, 14509, 174272, 84437, 156075, 83930, 90781, 110941, 159543, 61938, 89113, 71389, 65021, 71442, 130357, 28353, 113097, 114402, 109732, 140658, 141662, 13667]",67,"[5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 4.0, 3.0, 5.0, 5.0, 2.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",67
13222,"[3, 1, 0, 0, 2, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[178237, 87426, 156947, 59992, 11736, 137192, 13937]",7,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0]",7
